variant,kinase,source_pdb,target_pdb,t,distance_to_source,distance_to_target,distance_matrix_consistency_error,is_observed_structure,supervision_status
aligned_full_conditioning,PDGFRA,6joi,8pqi,0.0,0.0,1.403868556022644,0.0,True,observed source endpoint
aligned_full_conditioning,PDGFRA,6joi,8pqi,0.25,2.3891592025756836,2.978100061416626,1.081095814704895,False,latent generated hypothesis
aligned_full_conditioning,PDGFRA,6joi,8pqi,0.5,4.395105838775635,4.8416829109191895,2.139237403869629,False,latent generated hypothesis
aligned_full_conditioning,PDGFRA,6joi,8pqi,0.75,6.335539817810059,6.687185287475586,3.2745540142059326,False,latent generated hypothesis
aligned_full_conditioning,PDGFRA,6joi,8pqi,1.0,8.73688793182373,9.038174629211426,4.667417526245117,False,generated endpoint supervised against observed target
aligned_full_conditioning,PDGFRA,6joj,8pqh,0.0,0.0,11.113457679748535,0.0,True,observed source endpoint
aligned_full_conditioning,PDGFRA,6joj,8pqh,0.25,2.459850549697876,10.17665958404541,1.4291990995407104,False,latent generated hypothesis
aligned_full_conditioning,PDGFRA,6joj,8pqh,0.5,4.513129234313965,9.624086380004883,2.789076805114746,False,latent generated hypothesis
aligned_full_conditioning,PDGFRA,6joj,8pqh,0.75,6.479492664337158,9.440266609191895,4.2200398445129395,False,latent generated hypothesis
aligned_full_conditioning,PDGFRA,6joj,8pqh,1.0,8.904213905334473,9.947796821594238,5.7732720375061035,False,generated endpoint supervised against observed target
aligned_full_conditioning,PIK3CA,5sxe,5sx9,0.0,0.0,0.31298500299453735,0.0,True,observed source endpoint
aligned_full_conditioning,PIK3CA,5sxe,5sx9,0.25,3.568042516708374,3.531964063644409,1.6097294092178345,False,latent generated hypothesis
aligned_full_conditioning,PIK3CA,5sxe,5sx9,0.5,6.783078193664551,6.742959976196289,3.2117865085601807,False,latent generated hypothesis
aligned_full_conditioning,PIK3CA,5sxe,5sx9,0.75,10.066539764404297,10.027658462524414,4.939517021179199,False,latent generated hypothesis
aligned_full_conditioning,PIK3CA,5sxe,5sx9,1.0,13.958459854125977,13.919153213500977,7.094649314880371,False,generated endpoint supervised against observed target
aligned_full_conditioning,PIK3CA,5sxe,5swo,0.0,0.0,0.4149026870727539,0.0,True,observed source endpoint
aligned_full_conditioning,PIK3CA,5sxe,5swo,0.25,3.6847074031829834,3.8060224056243896,1.6795401573181152,False,latent generated hypothesis
aligned_full_conditioning,PIK3CA,5sxe,5swo,0.5,6.966904640197754,7.0844550132751465,3.362933874130249,False,latent generated hypothesis
aligned_full_conditioning,PIK3CA,5sxe,5swo,0.75,10.279498100280762,10.390328407287598,5.115718841552734,False,latent generated hypothesis
aligned_full_conditioning,PIK3CA,5sxe,5swo,1.0,14.18748950958252,14.296213150024414,7.248958110809326,False,generated endpoint supervised against observed target
