split,source_pdb,target_pdb,kinase,coverage,identity,gap_fraction,gaps,valid_points,real_consecutive_edges
train,2g1t,6xr6,ABL1,1.0,1.0,0.0,0,144,100
train,4yc8,2hz4,ABL1,0.995,1.0,0.0050000000000000044,1,144,108
train,7cc2,2hz4,ABL1,0.995,1.0,0.0050000000000000044,1,144,108
train,3qrk,6xr6,ABL1,1.0,1.0,0.0,0,144,100
train,2g1t,2gqg,ABL1,0.9952380952380953,1.0,0.004761904761904745,1,144,99
train,2g1t,2f4j,ABL1,0.9952380952380953,1.0,0.004761904761904745,1,144,99
train,2hiw,6xr6,ABL1,0.9952380952380953,1.0,0.004761904761904745,1,144,101
train,3qrk,2f4j,ABL1,0.9952380952380953,1.0,0.004761904761904745,1,144,99
train,2hzi,4twp,ABL1,0.9900990099009901,1.0,0.00990099009900991,2,144,106
train,3qrk,2gqg,ABL1,0.9952380952380953,1.0,0.004761904761904745,1,144,99
train,3qrj,4twp,ABL1,0.9950248756218906,1.0,0.00497512437810943,1,144,108
train,8h7h,2v7a,ABL1,0.9903381642512077,1.0,0.009661835748792313,2,144,105
train,7w7y,2v7a,ABL1,0.9903381642512077,1.0,0.009661835748792313,2,144,105
train,4wa9,2v7a,ABL1,0.9902912621359223,1.0,0.009708737864077666,2,144,102
train,2hiw,2gqg,ABL1,0.9904761904761905,1.0,0.00952380952380949,2,144,100
train,2hiw,2f4j,ABL1,0.9904761904761905,1.0,0.00952380952380949,2,144,100
train,7w7y,2gqg,ABL1,0.9857142857142858,1.0,0.014285714285714235,3,144,100
train,8h7h,2gqg,ABL1,0.9857142857142858,1.0,0.014285714285714235,3,144,100
train,7dt2,4twp,ABL1,0.9852216748768473,1.0,0.014778325123152691,3,144,106
train,3qri,4twp,ABL1,0.9900990099009901,1.0,0.00990099009900991,2,144,106
train,2g2f,2f4j,ABL1,0.9857142857142858,1.0,0.014285714285714235,3,144,100
train,2g2f,2g2i,ABL1,0.9855072463768116,1.0,0.01449275362318836,3,144,103
train,7w7x,2v7a,ABL1,0.9854368932038835,1.0,0.014563106796116498,3,144,104
train,2g2h,2v7a,ABL1,0.9854368932038835,1.0,0.014563106796116498,3,144,101
train,8h7f,2v7a,ABL1,0.9854368932038835,1.0,0.014563106796116498,3,144,103
train,2g2h,2f4j,ABL1,0.9809523809523809,1.0,0.01904761904761909,4,144,104
train,3ue4,2hz4,ABL1,0.9803921568627451,1.0,0.019607843137254943,4,144,105
train,3ue4,2v7a,ABL1,0.9805825242718447,1.0,0.01941747572815533,4,144,103
train,2hyy,2v7a,ABL1,0.9854368932038835,1.0,0.014563106796116498,3,144,103
train,2g2h,2g2i,ABL1,0.9806763285024155,1.0,0.019323671497584516,4,144,104
train,2g2f,2v7a,ABL1,0.9806763285024155,1.0,0.019323671497584516,4,144,101
train,4zog,2v7a,ABL1,0.9805825242718447,1.0,0.01941747572815533,4,144,103
train,6xrg,6xr6,ABL1,0.9857142857142858,1.0,0.014285714285714235,3,144,101
train,6npv,4twp,ABL1,0.9851485148514851,1.0,0.014851485148514865,3,144,108
train,2g2f,6xr6,ABL1,0.9809523809523809,1.0,0.01904761904761909,4,144,100
train,8h7h,6xr6,ABL1,0.9809523809523809,1.0,0.01904761904761909,4,144,100
train,7w7y,6xr6,ABL1,0.9809523809523809,1.0,0.01904761904761909,4,144,100
train,4wa9,6xr6,ABL1,0.9809523809523809,1.0,0.01904761904761909,4,144,104
train,2g1t,2g2i,ABL1,0.9809523809523809,1.0,0.01904761904761909,4,144,99
train,4wa9,2f4j,ABL1,0.9761904761904762,1.0,0.023809523809523836,5,144,102
train,3qrk,2g2i,ABL1,0.9809523809523809,1.0,0.01904761904761909,4,144,99
train,4wa9,2gqg,ABL1,0.9761904761904762,1.0,0.023809523809523836,5,144,104
train,7w7x,2gqg,ABL1,0.9761904761904762,1.0,0.023809523809523836,5,144,101
train,7w7y,2f4j,ABL1,0.9761904761904762,1.0,0.023809523809523836,5,144,99
train,8h7h,2f4j,ABL1,0.9761904761904762,1.0,0.023809523809523836,5,144,99
train,8h7f,2gqg,ABL1,0.9761904761904762,1.0,0.023809523809523836,5,144,102
train,3ue4,2g2i,ABL1,0.9758454106280193,1.0,0.024154589371980673,5,144,104
train,2g2f,2gqg,ABL1,0.9761904761904762,1.0,0.023809523809523836,5,144,100
train,4wa9,2g2i,ABL1,0.9758454106280193,1.0,0.024154589371980673,5,144,104
train,6xrg,2gqg,ABL1,0.9809523809523809,1.0,0.01904761904761909,4,144,99
train,6xrg,2f4j,ABL1,0.9809523809523809,1.0,0.01904761904761909,4,144,99
train,2g2h,6xr6,ABL1,0.9761904761904762,1.0,0.023809523809523836,5,144,102
train,7w7y,2g2i,ABL1,0.9758454106280193,1.0,0.024154589371980673,5,144,104
train,8h7h,2g2i,ABL1,0.9758454106280193,1.0,0.024154589371980673,5,144,104
train,7dt2,2v7a,ABL1,0.9757281553398058,1.0,0.024271844660194164,5,144,104
train,5hu9,2gqg,ABL1,0.9761904761904762,1.0,0.023809523809523836,5,144,101
train,2hyy,6xr6,ABL1,0.9761904761904762,1.0,0.023809523809523836,5,144,105
train,2g2h,2gqg,ABL1,0.9714285714285714,1.0,0.02857142857142858,6,144,102
train,2hiw,2g2i,ABL1,0.9761904761904762,1.0,0.023809523809523836,5,144,101
train,4wa9,4twp,ABL1,0.970873786407767,1.0,0.029126213592232997,6,144,106
train,6bl8,2v7a,ABL1,0.970873786407767,1.0,0.029126213592232997,6,144,101
train,4wa9,2hz4,ABL1,0.970873786407767,1.0,0.029126213592232997,6,144,105
train,7w7x,4twp,ABL1,0.9707317073170731,1.0,0.029268292682926855,6,144,106
train,8h7f,4twp,ABL1,0.9707317073170731,1.0,0.029268292682926855,6,144,106
train,2hyy,4twp,ABL1,0.975609756097561,1.0,0.024390243902439046,5,144,106
train,6bl8,2hz4,ABL1,0.9704433497536946,1.0,0.029556650246305383,6,144,104
train,2hzi,2v7a,ABL1,0.970873786407767,1.0,0.029126213592232997,6,144,103
train,7w7x,6xr6,ABL1,0.9714285714285714,1.0,0.02857142857142858,6,144,102
train,2hzi,2hz4,ABL1,0.9702970297029703,1.0,0.02970297029702973,6,144,108
train,3ue4,4twp,ABL1,0.9705882352941176,1.0,0.02941176470588236,6,144,105
train,8h7f,6xr6,ABL1,0.9714285714285714,1.0,0.02857142857142858,6,144,103
train,3ue4,6xr6,ABL1,0.9714285714285714,1.0,0.02857142857142858,6,144,103
train,7dt2,2hz4,ABL1,0.9704433497536946,1.0,0.029556650246305383,6,144,105
train,2g1t,2v7a,ABL1,0.9714285714285714,1.0,0.02857142857142858,6,144,102
train,5hu9,6xr6,ABL1,0.9714285714285714,1.0,0.02857142857142858,6,144,102
train,4zog,2f4j,ABL1,0.9666666666666667,1.0,0.033333333333333326,7,144,103
train,3ue4,2f4j,ABL1,0.9666666666666667,1.0,0.033333333333333326,7,144,103
train,4zog,2gqg,ABL1,0.9666666666666667,1.0,0.033333333333333326,7,144,102
train,2hyy,2gqg,ABL1,0.9714285714285714,1.0,0.02857142857142858,6,144,103
train,7w7x,2f4j,ABL1,0.9666666666666667,1.0,0.033333333333333326,7,144,105
train,2hiw,2v7a,ABL1,0.9714285714285714,1.0,0.02857142857142858,6,144,102
train,2hyy,2f4j,ABL1,0.9714285714285714,1.0,0.02857142857142858,6,144,102
train,3qrk,2v7a,ABL1,0.9714285714285714,1.0,0.02857142857142858,6,144,102
train,3ue4,2gqg,ABL1,0.9666666666666667,1.0,0.033333333333333326,7,144,103
train,8h7f,2f4j,ABL1,0.9666666666666667,1.0,0.033333333333333326,7,144,104
train,4zog,2g2i,ABL1,0.966183574879227,1.0,0.033816425120772986,7,144,104
train,2hyy,2g2i,ABL1,0.9710144927536232,1.0,0.02898550724637683,6,144,104
train,4zog,2hz4,ABL1,0.9658536585365853,1.0,0.034146341463414664,7,144,105
train,2g2h,4twp,ABL1,0.9660194174757282,1.0,0.03398058252427183,7,144,106
train,2hyy,2hz4,ABL1,0.9707317073170731,1.0,0.029268292682926855,6,144,105
train,6xrg,2g2i,ABL1,0.9714285714285714,1.0,0.02857142857142858,6,144,99
train,4zog,6xr6,ABL1,0.9666666666666667,1.0,0.033333333333333326,7,144,103
train,7dt2,6xr6,ABL1,0.9666666666666667,1.0,0.033333333333333326,7,144,103
train,7w7x,2g2i,ABL1,0.966183574879227,1.0,0.033816425120772986,7,144,103
train,2g2h,2hz4,ABL1,0.9660194174757282,1.0,0.03398058252427183,7,144,104
train,8h7f,2g2i,ABL1,0.966183574879227,1.0,0.033816425120772986,7,144,102
train,6xr6,2g1t,ABL1,1.0,1.0,0.0,0,144,100
train,2hz4,4yc8,ABL1,0.995,1.0,0.0050000000000000044,1,144,108
train,2hz4,7cc2,ABL1,0.995,1.0,0.0050000000000000044,1,144,108
train,6xr6,3qrk,ABL1,1.0,1.0,0.0,0,144,100
train,2gqg,2g1t,ABL1,0.9952380952380953,1.0,0.004761904761904745,1,144,99
train,2f4j,2g1t,ABL1,0.9952380952380953,1.0,0.004761904761904745,1,144,99
train,2f4j,3qrk,ABL1,0.9952380952380953,1.0,0.004761904761904745,1,144,99
train,6xr6,2hiw,ABL1,0.9952380952380953,1.0,0.004761904761904745,1,144,101
train,4twp,2hzi,ABL1,0.9900990099009901,1.0,0.00990099009900991,2,144,106
train,4twp,3qrj,ABL1,0.9950248756218906,1.0,0.00497512437810943,1,144,108
train,2gqg,3qrk,ABL1,0.9952380952380953,1.0,0.004761904761904745,1,144,99
train,2v7a,7w7y,ABL1,0.9903381642512077,1.0,0.009661835748792313,2,144,105
train,2v7a,8h7h,ABL1,0.9903381642512077,1.0,0.009661835748792313,2,144,105
train,2v7a,4wa9,ABL1,0.9902912621359223,1.0,0.009708737864077666,2,144,101
train,2gqg,2hiw,ABL1,0.9904761904761905,1.0,0.00952380952380949,2,144,100
train,2f4j,2hiw,ABL1,0.9904761904761905,1.0,0.00952380952380949,2,144,100
train,2gqg,7w7y,ABL1,0.9857142857142858,1.0,0.014285714285714235,3,144,100
train,2gqg,8h7h,ABL1,0.9857142857142858,1.0,0.014285714285714235,3,144,100
train,4twp,7dt2,ABL1,0.9852216748768473,1.0,0.014778325123152691,3,144,106
train,4twp,3qri,ABL1,0.9900990099009901,1.0,0.00990099009900991,2,144,106
train,2f4j,2g2f,ABL1,0.9857142857142858,1.0,0.014285714285714235,3,144,100
train,2g2i,2g2f,ABL1,0.9855072463768116,1.0,0.01449275362318836,3,144,103
train,2v7a,7w7x,ABL1,0.9854368932038835,1.0,0.014563106796116498,3,144,104
train,2v7a,2g2h,ABL1,0.9854368932038835,1.0,0.014563106796116498,3,144,101
train,2v7a,8h7f,ABL1,0.9854368932038835,1.0,0.014563106796116498,3,144,103
train,2f4j,2g2h,ABL1,0.9809523809523809,1.0,0.01904761904761909,4,144,104
train,2hz4,3ue4,ABL1,0.9803921568627451,1.0,0.019607843137254943,4,144,104
train,2v7a,3ue4,ABL1,0.9805825242718447,1.0,0.01941747572815533,4,144,104
train,2v7a,2hyy,ABL1,0.9854368932038835,1.0,0.014563106796116498,3,144,103
train,2g2i,2g2h,ABL1,0.9806763285024155,1.0,0.019323671497584516,4,144,103
train,2v7a,2g2f,ABL1,0.9806763285024155,1.0,0.019323671497584516,4,144,101
train,2v7a,4zog,ABL1,0.9805825242718447,1.0,0.01941747572815533,4,144,103
train,4twp,6npv,ABL1,0.9851485148514851,1.0,0.014851485148514865,3,144,108
train,6xr6,6xrg,ABL1,0.9857142857142858,1.0,0.014285714285714235,3,144,101
train,6xr6,2g2f,ABL1,0.9809523809523809,1.0,0.01904761904761909,4,144,100
train,6xr6,7w7y,ABL1,0.9809523809523809,1.0,0.01904761904761909,4,144,100
train,6xr6,8h7h,ABL1,0.9809523809523809,1.0,0.01904761904761909,4,144,100
train,6xr6,4wa9,ABL1,0.9809523809523809,1.0,0.01904761904761909,4,144,104
train,2g2i,2g1t,ABL1,0.9809523809523809,1.0,0.01904761904761909,4,144,99
train,2f4j,4wa9,ABL1,0.9761904761904762,1.0,0.023809523809523836,5,144,102
train,2gqg,4wa9,ABL1,0.9761904761904762,1.0,0.023809523809523836,5,144,102
train,2gqg,7w7x,ABL1,0.9761904761904762,1.0,0.023809523809523836,5,144,101
train,2f4j,7w7y,ABL1,0.9761904761904762,1.0,0.023809523809523836,5,144,100
train,2f4j,8h7h,ABL1,0.9761904761904762,1.0,0.023809523809523836,5,144,100
train,2gqg,8h7f,ABL1,0.9761904761904762,1.0,0.023809523809523836,5,144,102
train,2g2i,3qrk,ABL1,0.9809523809523809,1.0,0.01904761904761909,4,144,99
train,2g2i,3ue4,ABL1,0.9758454106280193,1.0,0.024154589371980673,5,144,104
train,2gqg,2g2f,ABL1,0.9761904761904762,1.0,0.023809523809523836,5,144,99
train,2gqg,6xrg,ABL1,0.9809523809523809,1.0,0.01904761904761909,4,144,99
train,2g2i,4wa9,ABL1,0.9758454106280193,1.0,0.024154589371980673,5,144,103
train,2f4j,6xrg,ABL1,0.9809523809523809,1.0,0.01904761904761909,4,144,99
train,6xr6,2g2h,ABL1,0.9761904761904762,1.0,0.023809523809523836,5,144,102
train,2g2i,7w7y,ABL1,0.9758454106280193,1.0,0.024154589371980673,5,144,103
train,2g2i,8h7h,ABL1,0.9758454106280193,1.0,0.024154589371980673,5,144,103
train,2v7a,7dt2,ABL1,0.9757281553398058,1.0,0.024271844660194164,5,144,104
train,2gqg,5hu9,ABL1,0.9761904761904762,1.0,0.023809523809523836,5,144,104
train,6xr6,2hyy,ABL1,0.9761904761904762,1.0,0.023809523809523836,5,144,105
train,2gqg,2g2h,ABL1,0.9714285714285714,1.0,0.02857142857142858,6,144,101
train,2g2i,2hiw,ABL1,0.9761904761904762,1.0,0.023809523809523836,5,144,100
train,4twp,4wa9,ABL1,0.970873786407767,1.0,0.029126213592232997,6,144,106
train,2v7a,6bl8,ABL1,0.970873786407767,1.0,0.029126213592232997,6,144,101
train,2hz4,4wa9,ABL1,0.970873786407767,1.0,0.029126213592232997,6,144,104
train,4twp,2hyy,ABL1,0.975609756097561,1.0,0.024390243902439046,5,144,106
train,4twp,7w7x,ABL1,0.9707317073170731,1.0,0.029268292682926855,6,144,106
train,4twp,8h7f,ABL1,0.9707317073170731,1.0,0.029268292682926855,6,144,106
train,2hz4,6bl8,ABL1,0.9704433497536946,1.0,0.029556650246305383,6,144,102
train,2v7a,2hzi,ABL1,0.970873786407767,1.0,0.029126213592232997,6,144,103
train,2hz4,2hzi,ABL1,0.9702970297029703,1.0,0.02970297029702973,6,144,107
train,6xr6,7w7x,ABL1,0.9714285714285714,1.0,0.02857142857142858,6,144,104
train,6xr6,8h7f,ABL1,0.9714285714285714,1.0,0.02857142857142858,6,144,105
train,4twp,3ue4,ABL1,0.9705882352941176,1.0,0.02941176470588236,6,144,106
train,2hz4,7dt2,ABL1,0.9704433497536946,1.0,0.029556650246305383,6,144,104
train,6xr6,3ue4,ABL1,0.9714285714285714,1.0,0.02857142857142858,6,144,103
train,2v7a,2g1t,ABL1,0.9714285714285714,1.0,0.02857142857142858,6,144,101
train,6xr6,5hu9,ABL1,0.9714285714285714,1.0,0.02857142857142858,6,144,105
train,2f4j,4zog,ABL1,0.9666666666666667,1.0,0.033333333333333326,7,144,103
train,2f4j,3ue4,ABL1,0.9666666666666667,1.0,0.033333333333333326,7,144,103
train,2gqg,2hyy,ABL1,0.9714285714285714,1.0,0.02857142857142858,6,144,102
train,2gqg,4zog,ABL1,0.9666666666666667,1.0,0.033333333333333326,7,144,102
train,2v7a,2hiw,ABL1,0.9714285714285714,1.0,0.02857142857142858,6,144,101
train,2f4j,2hyy,ABL1,0.9714285714285714,1.0,0.02857142857142858,6,144,102
train,2f4j,7w7x,ABL1,0.9666666666666667,1.0,0.033333333333333326,7,144,105
train,2v7a,3qrk,ABL1,0.9714285714285714,1.0,0.02857142857142858,6,144,101
train,2f4j,8h7f,ABL1,0.9666666666666667,1.0,0.033333333333333326,7,144,104
train,2gqg,3ue4,ABL1,0.9666666666666667,1.0,0.033333333333333326,7,144,103
train,2g2i,4zog,ABL1,0.966183574879227,1.0,0.033816425120772986,7,144,104
train,2g2i,2hyy,ABL1,0.9710144927536232,1.0,0.02898550724637683,6,144,102
train,2hz4,4zog,ABL1,0.9658536585365853,1.0,0.034146341463414664,7,144,105
train,2hz4,2hyy,ABL1,0.9707317073170731,1.0,0.029268292682926855,6,144,104
train,4twp,2g2h,ABL1,0.9660194174757282,1.0,0.03398058252427183,7,144,106
train,2g2i,6xrg,ABL1,0.9714285714285714,1.0,0.02857142857142858,6,144,98
train,6xr6,4zog,ABL1,0.9666666666666667,1.0,0.033333333333333326,7,144,103
train,6xr6,7dt2,ABL1,0.9666666666666667,1.0,0.033333333333333326,7,144,103
train,2hz4,2g2h,ABL1,0.9660194174757282,1.0,0.03398058252427183,7,144,103
train,2g2i,7w7x,ABL1,0.966183574879227,1.0,0.033816425120772986,7,144,102
train,2g2i,8h7f,ABL1,0.966183574879227,1.0,0.033816425120772986,7,144,101
train,5iug,6mx8,ALK,0.9809523809523809,1.0,0.01904761904761909,4,144,98
train,5iuh,6mx8,ALK,0.9809523809523809,1.0,0.01904761904761909,4,144,99
train,5iuh,4fnz,ALK,0.9714285714285714,1.0,0.02857142857142858,6,144,101
train,5iug,7jys,ALK,0.9714285714285714,1.0,0.02857142857142858,6,144,98
train,5iug,7jyt,ALK,0.9714285714285714,1.0,0.02857142857142858,6,144,98
train,5iug,4fnz,ALK,0.9666666666666667,1.0,0.033333333333333326,7,144,101
train,5iug,4dce,ALK,0.9666666666666667,1.0,0.033333333333333326,7,144,101
train,5iuh,7jys,ALK,0.9666666666666667,1.0,0.033333333333333326,7,144,98
train,5iuh,7jyt,ALK,0.9666666666666667,1.0,0.033333333333333326,7,144,98
train,5iuh,2xb7,ALK,0.9619047619047619,1.0,0.03809523809523807,8,144,102
train,5iuh,4dce,ALK,0.9619047619047619,1.0,0.03809523809523807,8,144,98
train,5iug,2xb7,ALK,0.9619047619047619,1.0,0.03809523809523807,8,144,100
train,5iuh,2xba,ALK,0.9619047619047619,1.0,0.03809523809523807,8,144,102
train,5iuh,4cmt,ALK,0.9619047619047619,1.0,0.03809523809523807,8,144,101
train,5iug,4cmt,ALK,0.9619047619047619,1.0,0.03809523809523807,8,144,98
train,5iug,2xba,ALK,0.9571428571428572,1.0,0.042857142857142816,9,144,102
train,5iuh,2yjs,ALK,0.9571428571428572,1.0,0.042857142857142816,9,144,102
train,5iug,4ctc,ALK,0.9571428571428572,1.0,0.042857142857142816,9,144,101
train,5iuh,4cnh,ALK,0.9571428571428572,1.0,0.042857142857142816,9,144,99
train,5iuh,4fnx,ALK,0.9571428571428572,1.0,0.042857142857142816,9,144,99
train,5iuh,2xp2,ALK,0.9571428571428572,1.0,0.042857142857142816,9,144,99
train,5iug,2xp2,ALK,0.9571428571428572,1.0,0.042857142857142816,9,144,100
train,5iug,6e0r,ALK,0.9523809523809523,1.0,0.04761904761904767,10,144,101
train,5iuh,6e0r,ALK,0.9523809523809523,1.0,0.04761904761904767,10,144,101
train,5iuh,5j7h,ALK,0.9523809523809523,1.0,0.04761904761904767,10,144,102
train,5iug,7jyr,ALK,0.9523809523809523,1.0,0.04761904761904767,10,144,101
train,5iug,5j7h,ALK,0.9523809523809523,1.0,0.04761904761904767,10,144,101
train,5iuh,4ctc,ALK,0.9523809523809523,1.0,0.04761904761904767,10,144,101
train,5iug,4cnh,ALK,0.9523809523809523,1.0,0.04761904761904767,10,144,102
train,5iug,2yjs,ALK,0.9523809523809523,1.0,0.04761904761904767,10,144,102
train,5iug,4fnx,ALK,0.9523809523809523,1.0,0.04761904761904767,10,144,101
train,5iuh,6ebw,ALK,0.9476190476190476,1.0,0.05238095238095242,11,144,102
train,5iug,6ebw,ALK,0.9476190476190476,1.0,0.05238095238095242,11,144,101
train,5iug,4fnw,ALK,0.9476190476190476,1.0,0.05238095238095242,11,144,103
train,5iuh,4fnw,ALK,0.9476190476190476,1.0,0.05238095238095242,11,144,103
train,5iug,4ccb,ALK,0.9476190476190476,1.0,0.05238095238095242,11,144,100
train,5iuh,4ccb,ALK,0.9476190476190476,1.0,0.05238095238095242,11,144,103
train,5iug,3aox,ALK,0.9476190476190476,1.0,0.05238095238095242,11,144,104
train,5iug,7r7r,ALK,0.9476190476190476,1.0,0.05238095238095242,11,144,103
train,5iuh,3aox,ALK,0.9476190476190476,1.0,0.05238095238095242,11,144,102
train,5iug,8arj,ALK,0.9428571428571428,1.0,0.05714285714285716,12,144,104
train,5iuh,8arj,ALK,0.9428571428571428,1.0,0.05714285714285716,12,144,103
train,5iuh,7jyr,ALK,0.9428571428571428,1.0,0.05714285714285716,12,144,100
train,5iug,4fob,ALK,0.9428571428571428,1.0,0.05714285714285716,12,144,101
train,5iuh,7r7r,ALK,0.9428571428571428,1.0,0.05714285714285716,12,144,104
