model,kinase,source_pdb,target_pdb,t,distance_to_source,distance_to_target,distance_to_active,distance_to_inactive,distance_matrix_consistency_error,is_observed_structure,supervision_status
no_conditioning,PDGFRA,6joi,8pqi,0.0,0.0,1.403868556022644,1.403868556022644,0.0,0.0,True,observed source endpoint
no_conditioning,PDGFRA,6joi,8pqi,0.25,0.8095785975456238,1.5764358043670654,1.5764358043670654,0.8095785975456238,0.42468076944351196,False,latent generated hypothesis
no_conditioning,PDGFRA,6joi,8pqi,0.5,1.591921329498291,2.059452533721924,2.059452533721924,1.591921329498291,0.8801324963569641,False,latent generated hypothesis
no_conditioning,PDGFRA,6joi,8pqi,0.75,2.5333383083343506,2.81851863861084,2.81851863861084,2.5333383083343506,1.400702953338623,False,latent generated hypothesis
no_conditioning,PDGFRA,6joi,8pqi,1.0,3.530125617980957,3.712862014770508,3.712862014770508,3.530125617980957,1.9268594980239868,False,generated endpoint prediction supervised against observed target
no_conditioning,PDGFRA,6joj,8pqh,0.0,0.0,11.113457679748535,11.113457679748535,0.0,0.0,True,observed source endpoint
no_conditioning,PDGFRA,6joj,8pqh,0.25,0.8163475394248962,10.983494758605957,10.983494758605957,0.8163475394248962,1.1329652070999146,False,latent generated hypothesis
no_conditioning,PDGFRA,6joj,8pqh,0.5,1.6131598949432373,10.902960777282715,10.902960777282715,1.6131598949432373,2.230785369873047,False,latent generated hypothesis
no_conditioning,PDGFRA,6joj,8pqh,0.75,2.5955255031585693,10.807374000549316,10.807374000549316,2.5955255031585693,3.3113210201263428,False,latent generated hypothesis
no_conditioning,PDGFRA,6joj,8pqh,1.0,3.6405575275421143,10.789741516113281,10.789741516113281,3.6405575275421143,4.376897811889648,False,generated endpoint prediction supervised against observed target
no_conditioning,PIK3CA,5sxe,5sx9,0.0,0.0,0.31298500299453735,0.31298500299453735,0.0,0.0,True,observed source endpoint
no_conditioning,PIK3CA,5sxe,5sx9,0.25,1.2650673389434814,1.319628357887268,1.319628357887268,1.2650673389434814,0.5709261894226074,False,latent generated hypothesis
no_conditioning,PIK3CA,5sxe,5sx9,0.5,2.5252270698547363,2.5570883750915527,2.5570883750915527,2.5252270698547363,1.189922571182251,False,latent generated hypothesis
no_conditioning,PIK3CA,5sxe,5sx9,0.75,4.051655292510986,4.080519676208496,4.080519676208496,4.051655292510986,1.9516253471374512,False,latent generated hypothesis
no_conditioning,PIK3CA,5sxe,5sx9,1.0,5.654356002807617,5.68263053894043,5.68263053894043,5.654356002807617,2.7145185470581055,False,generated endpoint prediction supervised against observed target
no_conditioning,PIK3CA,5sxe,5swo,0.0,0.0,0.4149026870727539,0.4149026870727539,0.0,0.0,True,observed source endpoint
no_conditioning,PIK3CA,5sxe,5swo,0.25,1.301600694656372,1.3654943704605103,1.3654943704605103,1.301600694656372,0.5956783294677734,False,latent generated hypothesis
no_conditioning,PIK3CA,5sxe,5swo,0.5,2.576936960220337,2.599710464477539,2.599710464477539,2.576936960220337,1.2237207889556885,False,latent generated hypothesis
no_conditioning,PIK3CA,5sxe,5swo,0.75,4.106770992279053,4.113563060760498,4.113563060760498,4.106770992279053,2.0009374618530273,False,latent generated hypothesis
no_conditioning,PIK3CA,5sxe,5swo,1.0,5.72395133972168,5.724861145019531,5.724861145019531,5.72395133972168,2.7879974842071533,False,generated endpoint prediction supervised against observed target
